subject,SO,Source,sink,D_source_So,D_sink_SO,D_sink_source,cluster,pre_post,flow_peak
1,1,1,2,0,1,1,1,1,0.488331204524965
1,1,1,2,0,1,1,1,2,0.487532481150911
2,1,1,2,0,1,1,1,1,0.476357080486137
2,1,1,2,0,1,1,1,2,0.47645253505954
3,1,1,2,0,1,1,1,1,0.467972969498535
3,1,1,2,0,1,1,1,2,0.477840954233718
4,1,1,2,0,1,1,1,1,0.480537103898598
4,1,1,2,0,1,1,1,2,0.477490463603649
5,1,1,2,0,1,1,1,1,0.47929936872406
5,1,1,2,0,1,1,1,2,0.468444293102124
6,1,1,2,0,1,1,1,1,0.484971360022627
6,1,1,2,0,1,1,1,2,0.47759765161097
7,1,1,2,0,1,1,1,1,0.481313807886106
7,1,1,2,0,1,1,1,2,0.477864539780951
8,1,1,2,0,1,1,1,1,0.477920613713108
8,1,1,2,0,1,1,1,2,0.470030928990408
9,1,1,2,0,1,1,1,1,0.480930454179128
9,1,1,2,0,1,1,1,2,0.472069170437697
10,1,1,2,0,1,1,1,1,0.468745252102976
10,1,1,2,0,1,1,1,2,0.467740626102626
11,1,1,2,0,1,1,1,1,0.484813423645164
11,1,1,2,0,1,1,1,2,0.478788845081086
12,1,1,2,0,1,1,1,1,0.472972473170326
12,1,1,2,0,1,1,1,2,0.465540347475881
13,1,1,2,0,1,1,1,1,0.468438990710777
17,1,1,2,0,1,1,1,1,0.477377194370969
17,1,1,2,0,1,1,1,2,0.485548549009985
18,1,1,2,0,1,1,1,1,0.487073207312718
18,1,1,2,0,1,1,1,2,0.485453315528181
19,1,1,2,0,1,1,1,1,0.464687504945058
23,1,1,2,0,1,1,1,1,0.487036656283135
23,1,1,2,0,1,1,1,2,0.483205689428654
27,1,1,2,0,1,1,1,1,0.465388439546747
28,1,1,2,0,1,1,1,1,0.48356206286199
28,1,1,2,0,1,1,1,2,0.47893152336003
29,1,1,2,0,1,1,1,1,0.483367410435708
29,1,1,2,0,1,1,1,2,0.482934356893793
31,1,1,2,0,1,1,1,1,0.464254885013882
33,1,1,2,0,1,1,1,1,0.481969504908726
33,1,1,2,0,1,1,1,2,0.476611152797078
34,1,1,2,0,1,1,1,1,0.464535022350727
35,1,1,2,0,1,1,1,1,0.472807826600292
36,1,1,2,0,1,1,1,1,0.468063545990742
39,1,1,2,0,1,1,1,1,0.465186641993655
40,1,1,2,0,1,1,1,1,0.473041623991487
40,1,1,2,0,1,1,1,2,0.466361882189624
41,1,1,2,0,1,1,1,1,0.472711537023726
41,1,1,2,0,1,1,1,2,0.467213733749151
42,1,1,2,0,1,1,1,1,0.466671843148369
42,1,1,2,0,1,1,1,2,0.46572429739818
43,1,1,2,0,1,1,1,1,0.466776157725514
44,1,1,2,0,1,1,1,1,0.486210228858281
44,1,1,2,0,1,1,1,2,0.483486820078656
45,1,1,2,0,1,1,1,1,0.476694551322413
45,1,1,2,0,1,1,1,2,0.473779105497714
46,1,1,2,0,1,1,1,1,0.486580363967844
46,1,1,2,0,1,1,1,2,0.484985111063401
47,1,1,2,0,1,1,1,1,0.487152922487722
47,1,1,2,0,1,1,1,2,0.48309010551517
48,1,1,2,0,1,1,1,1,0.477631491044051
49,1,1,2,0,1,1,1,1,0.472163713510681
50,1,1,2,0,1,1,1,1,0.483535682787751
50,1,1,2,0,1,1,1,2,0.474930766175018
51,1,1,2,0,1,1,1,1,0.474489550687717
51,1,1,2,0,1,1,1,2,0.466725927177459
52,1,1,2,0,1,1,1,1,0.477326737532612
52,1,1,2,0,1,1,1,2,0.465251100949841
53,1,1,2,0,1,1,1,1,0.487247119017017
53,1,1,2,0,1,1,1,2,0.475597330149974
54,1,1,2,0,1,1,1,1,0.475171576364127
54,1,1,2,0,1,1,1,2,0.471699392200179
55,1,1,2,0,1,1,1,1,0.473653766545674
55,1,1,2,0,1,1,1,2,0.466535122417348
56,1,1,2,0,1,1,1,1,0.481010301302449
56,1,1,2,0,1,1,1,2,0.474380106326234
57,1,1,2,0,1,1,1,1,0.487203818141517
57,1,1,2,0,1,1,1,2,0.484697293958209
58,1,1,2,0,1,1,1,1,0.482481862374756
58,1,1,2,0,1,1,1,2,0.472657219742976
59,1,1,2,0,1,1,1,1,0.484942233543797
59,1,1,2,0,1,1,1,2,0.480738856938888
1,1,1,3,0,2,2,1,1,0.490044160284979
1,1,1,3,0,2,2,1,2,0.488636982516211
2,1,1,3,0,2,2,1,1,0.485930680486912
2,1,1,3,0,2,2,1,2,0.483713278698627
3,1,1,3,0,2,2,1,1,0.482098895098156
3,1,1,3,0,2,2,1,2,0.485210061567115
4,1,1,3,0,2,2,1,1,0.479853762542991
4,1,1,3,0,2,2,1,2,0.481712514583066
5,1,1,3,0,2,2,1,1,0.48416625209978
5,1,1,3,0,2,2,1,2,0.479853162144651
6,1,1,3,0,2,2,1,1,0.485135026649962
6,1,1,3,0,2,2,1,2,0.485353730889478
7,1,1,3,0,2,2,1,1,0.487748365270107
7,1,1,3,0,2,2,1,2,0.483609401290326
8,1,1,3,0,2,2,1,1,0.480824119279904
8,1,1,3,0,2,2,1,2,0.479038810140427
9,1,1,3,0,2,2,1,1,0.482626570951174
9,1,1,3,0,2,2,1,2,0.482104224787285
10,1,1,3,0,2,2,1,1,0.483253729021502
10,1,1,3,0,2,2,1,2,0.47935761054643
11,1,1,3,0,2,2,1,1,0.485829742523916
11,1,1,3,0,2,2,1,2,0.484301729608613
12,1,1,3,0,2,2,1,1,0.47951418807891
12,1,1,3,0,2,2,1,2,0.47965985883354
13,1,1,3,0,2,2,1,1,0.47714012747013
13,1,1,3,0,2,2,1,2,0.471714410284453
14,1,1,3,0,2,2,1,1,0.474849257505029
14,1,1,3,0,2,2,1,2,0.474176785493939
15,1,1,3,0,2,2,1,1,0.475868183631574
15,1,1,3,0,2,2,1,2,0.47499092148507
16,1,1,3,0,2,2,1,1,0.480296568944567
16,1,1,3,0,2,2,1,2,0.475460595779392
17,1,1,3,0,2,2,1,1,0.490574126762033
17,1,1,3,0,2,2,1,2,0.488610453046855
18,1,1,3,0,2,2,1,1,0.487014386556046
18,1,1,3,0,2,2,1,2,0.476848606358361
19,1,1,3,0,2,2,1,1,0.470836587847079
19,1,1,3,0,2,2,1,2,0.469845090271611
20,1,1,3,0,2,2,1,1,0.46823996743123
20,1,1,3,0,2,2,1,2,0.47227034181243
21,1,1,3,0,2,2,1,1,0.484375440606605
21,1,1,3,0,2,2,1,2,0.480920828685686
22,1,1,3,0,2,2,1,1,0.473072559346158
22,1,1,3,0,2,2,1,2,0.474307938297843
23,1,1,3,0,2,2,1,1,0.482002294220527
23,1,1,3,0,2,2,1,2,0.472961139838921
24,1,1,3,0,2,2,1,1,0.464460584727235
24,1,1,3,0,2,2,1,2,0.469606981895239
25,1,1,3,0,2,2,1,1,0.475464290311164
25,1,1,3,0,2,2,1,2,0.469003278756478
26,1,1,3,0,2,2,1,1,0.479826629946864
26,1,1,3,0,2,2,1,2,0.47299966930685
27,1,1,3,0,2,2,1,1,0.477109527438499
27,1,1,3,0,2,2,1,2,0.468772222274777
28,1,1,3,0,2,2,1,1,0.476857887247561
28,1,1,3,0,2,2,1,2,0.475779002503784
29,1,1,3,0,2,2,1,1,0.479182042558232
29,1,1,3,0,2,2,1,2,0.47357879472069
30,1,1,3,0,2,2,1,1,0.477275943422387
30,1,1,3,0,2,2,1,2,0.471138500546518
31,1,1,3,0,2,2,1,1,0.481317105516689
31,1,1,3,0,2,2,1,2,0.477387682086484
32,1,1,3,0,2,2,1,1,0.476509291396287
32,1,1,3,0,2,2,1,2,0.473287950724992
33,1,1,3,0,2,2,1,1,0.482604251463216
33,1,1,3,0,2,2,1,2,0.487480539938324
34,1,1,3,0,2,2,1,1,0.476335585062014
34,1,1,3,0,2,2,1,2,0.477236354870038
35,1,1,3,0,2,2,1,1,0.484258580885399
35,1,1,3,0,2,2,1,2,0.474447701602737
36,1,1,3,0,2,2,1,1,0.478252016929188
36,1,1,3,0,2,2,1,2,0.473025688813233
37,1,1,3,0,2,2,1,1,0.486537957240972
37,1,1,3,0,2,2,1,2,0.480187740879248
38,1,1,3,0,2,2,1,1,0.475733299495244
38,1,1,3,0,2,2,1,2,0.47695120161402
39,1,1,3,0,2,2,1,1,0.483311520320198
39,1,1,3,0,2,2,1,2,0.478999909483507
40,1,1,3,0,2,2,1,1,0.483407866068035
40,1,1,3,0,2,2,1,2,0.479001950040876
41,1,1,3,0,2,2,1,1,0.479513179515589
41,1,1,3,0,2,2,1,2,0.475529642292792
42,1,1,3,0,2,2,1,1,0.486230690671729
42,1,1,3,0,2,2,1,2,0.488120059708844
43,1,1,3,0,2,2,1,1,0.482253249793053
43,1,1,3,0,2,2,1,2,0.477266579559994
44,1,1,3,0,2,2,1,1,0.48066761611188
44,1,1,3,0,2,2,1,2,0.478800385420388
45,1,1,3,0,2,2,1,1,0.488743676658126
45,1,1,3,0,2,2,1,2,0.484523298254613
46,1,1,3,0,2,2,1,1,0.479719343115056
46,1,1,3,0,2,2,1,2,0.477834076174405
47,1,1,3,0,2,2,1,1,0.478025973411074
47,1,1,3,0,2,2,1,2,0.477564954550396
48,1,1,3,0,2,2,1,1,0.500132389346449
48,1,1,3,0,2,2,1,2,0.48529420032108
49,1,1,3,0,2,2,1,1,0.490300414789921
49,1,1,3,0,2,2,1,2,0.491305733468601
50,1,1,3,0,2,2,1,1,0.481749682722334
50,1,1,3,0,2,2,1,2,0.484102983683433
51,1,1,3,0,2,2,1,1,0.478269139880573
51,1,1,3,0,2,2,1,2,0.471956471545055
52,1,1,3,0,2,2,1,1,0.482289445296405
52,1,1,3,0,2,2,1,2,0.475769820504779
53,1,1,3,0,2,2,1,1,0.494341092920408
53,1,1,3,0,2,2,1,2,0.464715827541592
54,1,1,3,0,2,2,1,1,0.478437487384237
54,1,1,3,0,2,2,1,2,0.48065848773416
55,1,1,3,0,2,2,1,1,0.474472273651702
56,1,1,3,0,2,2,1,1,0.483998089013417
56,1,1,3,0,2,2,1,2,0.47927663862359
57,1,1,3,0,2,2,1,1,0.486753954706498
57,1,1,3,0,2,2,1,2,0.486075889629815
58,1,1,3,0,2,2,1,1,0.483909097675495
58,1,1,3,0,2,2,1,2,0.483572440890695
59,1,1,3,0,2,2,1,1,0.49079765889299
59,1,1,3,0,2,2,1,2,0.487961000322797
1,1,1,4,0,3,3,1,1,0.50882712782004
1,1,1,4,0,3,3,1,2,0.507917347741545
2,1,1,4,0,3,3,1,1,0.500806574198376
3,1,1,4,0,3,3,1,2,0.512491562505209
4,1,1,4,0,3,3,1,1,0.505638641881489
4,1,1,4,0,3,3,1,2,0.508266494903012
5,1,1,4,0,3,3,1,1,0.503871563307274
5,1,1,4,0,3,3,1,2,0.512209735712803
6,1,1,4,0,3,3,1,1,0.498866054725839
6,1,1,4,0,3,3,1,2,0.499152890430501
7,1,1,4,0,3,3,1,1,0.499411498517027
7,1,1,4,0,3,3,1,2,0.501776311881973
8,1,1,4,0,3,3,1,1,0.499643487925667
8,1,1,4,0,3,3,1,2,0.500818035972483
9,1,1,4,0,3,3,1,1,0.498534900745088
9,1,1,4,0,3,3,1,2,0.505538205254134
10,1,1,4,0,3,3,1,1,0.507568183172368
10,1,1,4,0,3,3,1,2,0.511133103297161
11,1,1,4,0,3,3,1,1,0.503781192730262
11,1,1,4,0,3,3,1,2,0.508524885847175
12,1,1,4,0,3,3,1,1,0.50736787541503
12,1,1,4,0,3,3,1,2,0.510920879923094
15,1,1,4,0,3,3,1,1,0.514505340572201
15,1,1,4,0,3,3,1,2,0.514831269802601
16,1,1,4,0,3,3,1,1,0.515205669011361
17,1,1,4,0,3,3,1,1,0.491372363749301
17,1,1,4,0,3,3,1,2,0.485104449644512
18,1,1,4,0,3,3,1,1,0.477347390286852
18,1,1,4,0,3,3,1,2,0.489263354721125
19,1,1,4,0,3,3,1,1,0.51519901605429
21,1,1,4,0,3,3,1,1,0.510994562379356
21,1,1,4,0,3,3,1,2,0.514631550970886
22,1,1,4,0,3,3,1,1,0.510806603459121
22,1,1,4,0,3,3,1,2,0.51455892345155
23,1,1,4,0,3,3,1,1,0.49231104952042
23,1,1,4,0,3,3,1,2,0.499172968428653
26,1,1,4,0,3,3,1,1,0.501750912754978
26,1,1,4,0,3,3,1,2,0.509892885814096
28,1,1,4,0,3,3,1,1,0.490271151837493
28,1,1,4,0,3,3,1,2,0.492257653849288
29,1,1,4,0,3,3,1,1,0.498264728634512
29,1,1,4,0,3,3,1,2,0.499114827542478
33,1,1,4,0,3,3,1,1,0.493509887509697
33,1,1,4,0,3,3,1,2,0.495809955091491
34,1,1,4,0,3,3,1,1,0.506757228044572
34,1,1,4,0,3,3,1,2,0.508339549737712
35,1,1,4,0,3,3,1,1,0.50082642520417
36,1,1,4,0,3,3,1,1,0.51061989573663
37,1,1,4,0,3,3,1,1,0.509466016321846
39,1,1,4,0,3,3,1,1,0.501388536341014
39,1,1,4,0,3,3,1,2,0.50473598020027
40,1,1,4,0,3,3,1,1,0.51119474242025
40,1,1,4,0,3,3,1,2,0.512930983816464
41,1,1,4,0,3,3,1,1,0.506487462217816
41,1,1,4,0,3,3,1,2,0.514135132928384
42,1,1,4,0,3,3,1,1,0.512483035161874
42,1,1,4,0,3,3,1,2,0.508749308775903
43,1,1,4,0,3,3,1,1,0.505593765516356
44,1,1,4,0,3,3,1,1,0.494632321729252
44,1,1,4,0,3,3,1,2,0.493941611820244
45,1,1,4,0,3,3,1,1,0.500240561497828
45,1,1,4,0,3,3,1,2,0.508466962249998
46,1,1,4,0,3,3,1,1,0.503141628320897
46,1,1,4,0,3,3,1,2,0.50527691784853
47,1,1,4,0,3,3,1,1,0.493401815283321
47,1,1,4,0,3,3,1,2,0.495671167358059
48,1,1,4,0,3,3,1,1,0.484208892582243
48,1,1,4,0,3,3,1,2,0.476535722530439
49,1,1,4,0,3,3,1,1,0.506247781617545
50,1,1,4,0,3,3,1,1,0.507141657664263
50,1,1,4,0,3,3,1,2,0.506807276380846
51,1,1,4,0,3,3,1,1,0.512073833936767
52,1,1,4,0,3,3,1,1,0.509068153771431
52,1,1,4,0,3,3,1,2,0.509593415688151
53,1,1,4,0,3,3,1,1,0.506995809140337
53,1,1,4,0,3,3,1,2,0.480796353554554
54,1,1,4,0,3,3,1,1,0.506124291093863
54,1,1,4,0,3,3,1,2,0.508791618319456
55,1,1,4,0,3,3,1,1,0.486971932969511
55,1,1,4,0,3,3,1,2,0.484688821446509
56,1,1,4,0,3,3,1,1,0.502299937011203
56,1,1,4,0,3,3,1,2,0.504874961982594
57,1,1,4,0,3,3,1,1,0.498822424099099
57,1,1,4,0,3,3,1,2,0.500863354662352
58,1,1,4,0,3,3,1,1,0.499851306123637
58,1,1,4,0,3,3,1,2,0.505452755281606
59,1,1,4,0,3,3,1,1,0.502768198608712
59,1,1,4,0,3,3,1,2,0.506940193413375
1,1,2,1,1,0,1,1,1,0.48832537753287
1,1,2,1,1,0,1,1,2,0.485618047350047
2,1,2,1,1,0,1,1,1,0.483959634247714
3,1,2,1,1,0,1,1,1,0.466228638685
3,1,2,1,1,0,1,1,2,0.481380865988866
4,1,2,1,1,0,1,1,1,0.472280063141093
4,1,2,1,1,0,1,1,2,0.471878252992399
5,1,2,1,1,0,1,1,1,0.472326799091569
5,1,2,1,1,0,1,1,2,0.464879093419231
6,1,2,1,1,0,1,1,1,0.476187342667151
6,1,2,1,1,0,1,1,2,0.465099809442028
7,1,2,1,1,0,1,1,1,0.478656465822302
7,1,2,1,1,0,1,1,2,0.474900369013496
9,1,2,1,1,0,1,1,1,0.478683819383293
9,1,2,1,1,0,1,1,2,0.46613098034009
11,1,2,1,1,0,1,1,1,0.482267923615201
11,1,2,1,1,0,1,1,2,0.470907011870297
12,1,2,1,1,0,1,1,1,0.465413042133438
13,1,2,1,1,0,1,1,1,0.465354816189032
35,1,2,1,1,0,1,1,1,0.469092879293741
40,1,2,1,1,0,1,1,1,0.469699322488794
41,1,2,1,1,0,1,1,1,0.468275171108978
42,1,2,1,1,0,1,1,1,0.464867928512948
43,1,2,1,1,0,1,1,1,0.464718911111871
44,1,2,1,1,0,1,1,1,0.473124808432454
44,1,2,1,1,0,1,1,2,0.469123407831772
45,1,2,1,1,0,1,1,1,0.476402322442623
46,1,2,1,1,0,1,1,1,0.479419764697359
46,1,2,1,1,0,1,1,2,0.472174431637269
47,1,2,1,1,0,1,1,1,0.478515527065889
47,1,2,1,1,0,1,1,2,0.467811441096117
48,1,2,1,1,0,1,1,1,0.464887981904333
48,1,2,1,1,0,1,1,2,0.484010016484891
49,1,2,1,1,0,1,1,1,0.466561474103303
50,1,2,1,1,0,1,1,1,0.481405634040534
50,1,2,1,1,0,1,1,2,0.474385802684136
51,1,2,1,1,0,1,1,1,0.472260742784688
52,1,2,1,1,0,1,1,1,0.469614197945179
53,1,2,1,1,0,1,1,1,0.485702050640023
53,1,2,1,1,0,1,1,2,0.503955089034424
54,1,2,1,1,0,1,1,1,0.466160989528456
55,1,2,1,1,0,1,1,1,0.479853665920444
55,1,2,1,1,0,1,1,2,0.472663892853969
56,1,2,1,1,0,1,1,1,0.47544029555583
56,1,2,1,1,0,1,1,2,0.46787052250312
57,1,2,1,1,0,1,1,1,0.485627263009052
57,1,2,1,1,0,1,1,2,0.481242158534956
58,1,2,1,1,0,1,1,1,0.477900356951669
59,1,2,1,1,0,1,1,1,0.485109000450381
59,1,2,1,1,0,1,1,2,0.477461946395411
1,1,2,3,1,2,1,1,1,0.488545431123581
1,1,2,3,1,2,1,1,2,0.485705172629464
2,1,2,3,1,2,1,1,1,0.484304691556911
2,1,2,3,1,2,1,1,2,0.469994460890077
3,1,2,3,1,2,1,1,1,0.477775680075824
3,1,2,3,1,2,1,1,2,0.48219083116301
4,1,2,3,1,2,1,1,1,0.477138263419108
4,1,2,3,1,2,1,1,2,0.479295429873247
5,1,2,3,1,2,1,1,1,0.480120513866155
5,1,2,3,1,2,1,1,2,0.480247062759708
6,1,2,3,1,2,1,1,1,0.481277062782365
6,1,2,3,1,2,1,1,2,0.48284589537417
7,1,2,3,1,2,1,1,1,0.487055744596202
7,1,2,3,1,2,1,1,2,0.483455440555409
8,1,2,3,1,2,1,1,1,0.477839319230834
8,1,2,3,1,2,1,1,2,0.474777647320621
9,1,2,3,1,2,1,1,1,0.483382780570982
9,1,2,3,1,2,1,1,2,0.478768847001987
10,1,2,3,1,2,1,1,1,0.479863202212767
10,1,2,3,1,2,1,1,2,0.47757964348263
11,1,2,3,1,2,1,1,1,0.486338798279071
11,1,2,3,1,2,1,1,2,0.483006764961933
12,1,2,3,1,2,1,1,1,0.477774885584884
12,1,2,3,1,2,1,1,2,0.47706555730438
13,1,2,3,1,2,1,1,1,0.475842015810888
13,1,2,3,1,2,1,1,2,0.469324912385386
14,1,2,3,1,2,1,1,1,0.471999651429966
14,1,2,3,1,2,1,1,2,0.473540779408046
15,1,2,3,1,2,1,1,1,0.470039714820478
15,1,2,3,1,2,1,1,2,0.470095185136192
16,1,2,3,1,2,1,1,1,0.474642236070725
16,1,2,3,1,2,1,1,2,0.476198309715177
17,1,2,3,1,2,1,1,1,0.487723085969061
17,1,2,3,1,2,1,1,2,0.482230244703491
18,1,2,3,1,2,1,1,1,0.485091491193665
18,1,2,3,1,2,1,1,2,0.472796710637389
19,1,2,3,1,2,1,1,1,0.472728267549795
19,1,2,3,1,2,1,1,2,0.466282509695233
20,1,2,3,1,2,1,1,1,0.468877705878751
20,1,2,3,1,2,1,1,2,0.469962827856787
21,1,2,3,1,2,1,1,1,0.483887368601019
21,1,2,3,1,2,1,1,2,0.479859574428949
22,1,2,3,1,2,1,1,1,0.478683587734051
22,1,2,3,1,2,1,1,2,0.475258405427747
23,1,2,3,1,2,1,1,1,0.481149891500198
23,1,2,3,1,2,1,1,2,0.472158206030033
24,1,2,3,1,2,1,1,1,0.467468857851252
24,1,2,3,1,2,1,1,2,0.467188641739648
25,1,2,3,1,2,1,1,1,0.472028690887675
25,1,2,3,1,2,1,1,2,0.471320791963514
26,1,2,3,1,2,1,1,1,0.477873167411363
26,1,2,3,1,2,1,1,2,0.471677029511436
27,1,2,3,1,2,1,1,1,0.474947244397455
27,1,2,3,1,2,1,1,2,0.470010631977348
28,1,2,3,1,2,1,1,1,0.477355859526801
28,1,2,3,1,2,1,1,2,0.472557908096969
29,1,2,3,1,2,1,1,1,0.477820002132543
29,1,2,3,1,2,1,1,2,0.473955886068336
30,1,2,3,1,2,1,1,1,0.476508223251679
30,1,2,3,1,2,1,1,2,0.468726209786677
31,1,2,3,1,2,1,1,1,0.482229610606648
31,1,2,3,1,2,1,1,2,0.477050820616603
32,1,2,3,1,2,1,1,1,0.477323785859777
32,1,2,3,1,2,1,1,2,0.473081037038013
33,1,2,3,1,2,1,1,1,0.480099040107734
33,1,2,3,1,2,1,1,2,0.486349932606616
34,1,2,3,1,2,1,1,1,0.4754356111403
34,1,2,3,1,2,1,1,2,0.474178790975909
35,1,2,3,1,2,1,1,1,0.483996790504756
35,1,2,3,1,2,1,1,2,0.475820103748305
36,1,2,3,1,2,1,1,1,0.473398644075838
36,1,2,3,1,2,1,1,2,0.472492426700022
37,1,2,3,1,2,1,1,1,0.483624693126019
37,1,2,3,1,2,1,1,2,0.478713352113132
38,1,2,3,1,2,1,1,1,0.478608692435961
38,1,2,3,1,2,1,1,2,0.468794274268059
39,1,2,3,1,2,1,1,1,0.481565289152871
39,1,2,3,1,2,1,1,2,0.476202925629151
40,1,2,3,1,2,1,1,1,0.483418364727545
40,1,2,3,1,2,1,1,2,0.479693384656561
41,1,2,3,1,2,1,1,1,0.478543806132807
41,1,2,3,1,2,1,1,2,0.473951978840358
42,1,2,3,1,2,1,1,1,0.487371284714658
42,1,2,3,1,2,1,1,2,0.488532495365751
43,1,2,3,1,2,1,1,1,0.481267174922601
43,1,2,3,1,2,1,1,2,0.476015854313229
44,1,2,3,1,2,1,1,1,0.481829707665629
44,1,2,3,1,2,1,1,2,0.48001412925253
45,1,2,3,1,2,1,1,1,0.487207613772734
45,1,2,3,1,2,1,1,2,0.482130874930441
46,1,2,3,1,2,1,1,1,0.480003942495932
46,1,2,3,1,2,1,1,2,0.475889659369868
47,1,2,3,1,2,1,1,1,0.479051662228254
47,1,2,3,1,2,1,1,2,0.479023739285132
48,1,2,3,1,2,1,1,1,0.51420442715551
48,1,2,3,1,2,1,1,2,0.491899065458085
49,1,2,3,1,2,1,1,1,0.486074127444448
49,1,2,3,1,2,1,1,2,0.485823871804972
50,1,2,3,1,2,1,1,1,0.484280600244666
50,1,2,3,1,2,1,1,2,0.480717972216129
51,1,2,3,1,2,1,1,1,0.478034751526077
51,1,2,3,1,2,1,1,2,0.472976768230552
52,1,2,3,1,2,1,1,1,0.484338799108156
52,1,2,3,1,2,1,1,2,0.474443157289879
53,1,2,3,1,2,1,1,1,0.492799392998655
53,1,2,3,1,2,1,1,2,0.470289496615369
54,1,2,3,1,2,1,1,1,0.480752084859931
54,1,2,3,1,2,1,1,2,0.48098008096656
55,1,2,3,1,2,1,1,1,0.482147865927007
55,1,2,3,1,2,1,1,2,0.473203099038902
56,1,2,3,1,2,1,1,1,0.484315149297256
56,1,2,3,1,2,1,1,2,0.476777513098794
57,1,2,3,1,2,1,1,1,0.486495081106053
57,1,2,3,1,2,1,1,2,0.486714428338558
58,1,2,3,1,2,1,1,1,0.481198452605713
58,1,2,3,1,2,1,1,2,0.48324852761955
59,1,2,3,1,2,1,1,1,0.490455831217432
59,1,2,3,1,2,1,1,2,0.487113432860982
1,1,2,4,1,3,2,1,1,0.508031320847106
1,1,2,4,1,3,2,1,2,0.511808469929861
2,1,2,4,1,3,2,1,1,0.50232851251843
3,1,2,4,1,3,2,1,1,0.504011314273892
3,1,2,4,1,3,2,1,2,0.504285520917065
4,1,2,4,1,3,2,1,1,0.504971889043112
4,1,2,4,1,3,2,1,2,0.505847982360414
5,1,2,4,1,3,2,1,1,0.499603103776946
5,1,2,4,1,3,2,1,2,0.503831808030388
6,1,2,4,1,3,2,1,1,0.4993154118345
6,1,2,4,1,3,2,1,2,0.499369726268559
7,1,2,4,1,3,2,1,1,0.497664871272973
7,1,2,4,1,3,2,1,2,0.498811889125418
8,1,2,4,1,3,2,1,1,0.497626429272415
8,1,2,4,1,3,2,1,2,0.501116844457264
9,1,2,4,1,3,2,1,1,0.496283709352107
9,1,2,4,1,3,2,1,2,0.504218754038394
10,1,2,4,1,3,2,1,1,0.508048144503325
10,1,2,4,1,3,2,1,2,0.509827070646045
11,1,2,4,1,3,2,1,1,0.504246070793416
11,1,2,4,1,3,2,1,2,0.508693584197068
12,1,2,4,1,3,2,1,1,0.505790252348835
12,1,2,4,1,3,2,1,2,0.512299516174157
15,1,2,4,1,3,2,1,1,0.511269914063814
15,1,2,4,1,3,2,1,2,0.511025221112832
16,1,2,4,1,3,2,1,1,0.512348560923722
16,1,2,4,1,3,2,1,2,0.505889000480427
17,1,2,4,1,3,2,1,1,0.489110159497189
17,1,2,4,1,3,2,1,2,0.488188949385701
18,1,2,4,1,3,2,1,1,0.475001218104347
18,1,2,4,1,3,2,1,2,0.486725137203334
19,1,2,4,1,3,2,1,1,0.512276485804105
21,1,2,4,1,3,2,1,1,0.511059900415512
21,1,2,4,1,3,2,1,2,0.513451117580331
22,1,2,4,1,3,2,1,1,0.508682963057833
22,1,2,4,1,3,2,1,2,0.515373335965177
23,1,2,4,1,3,2,1,1,0.491510751759494
23,1,2,4,1,3,2,1,2,0.497281845070213
26,1,2,4,1,3,2,1,1,0.500288362053137
26,1,2,4,1,3,2,1,2,0.510319414068164
28,1,2,4,1,3,2,1,1,0.490055020082996
28,1,2,4,1,3,2,1,2,0.489734818901408
29,1,2,4,1,3,2,1,1,0.499954557964311
29,1,2,4,1,3,2,1,2,0.498090860800724
31,1,2,4,1,3,2,1,1,0.514373938847325
33,1,2,4,1,3,2,1,1,0.49292974517284
33,1,2,4,1,3,2,1,2,0.493026616053417
34,1,2,4,1,3,2,1,1,0.504750060084431
34,1,2,4,1,3,2,1,2,0.507068582044944
35,1,2,4,1,3,2,1,1,0.495613852407339
36,1,2,4,1,3,2,1,1,0.509476964597727
37,1,2,4,1,3,2,1,1,0.511297291104903
39,1,2,4,1,3,2,1,1,0.500392957072769
39,1,2,4,1,3,2,1,2,0.505811748138941
40,1,2,4,1,3,2,1,1,0.510506825436769
40,1,2,4,1,3,2,1,2,0.512710958394732
41,1,2,4,1,3,2,1,1,0.504013091892415
41,1,2,4,1,3,2,1,2,0.511848112088535
42,1,2,4,1,3,2,1,1,0.512646126125904
42,1,2,4,1,3,2,1,2,0.495284691930194
43,1,2,4,1,3,2,1,1,0.506776684791469
44,1,2,4,1,3,2,1,1,0.494613973569976
44,1,2,4,1,3,2,1,2,0.494351534102643
45,1,2,4,1,3,2,1,1,0.499212608727281
45,1,2,4,1,3,2,1,2,0.507825236641341
46,1,2,4,1,3,2,1,1,0.50097861787317
46,1,2,4,1,3,2,1,2,0.502906516371804
47,1,2,4,1,3,2,1,1,0.491121310795963
47,1,2,4,1,3,2,1,2,0.494102127085258
48,1,2,4,1,3,2,1,1,0.497222306665114
48,1,2,4,1,3,2,1,2,0.48045153762977
49,1,2,4,1,3,2,1,1,0.501998388523341
50,1,2,4,1,3,2,1,1,0.504585347157315
50,1,2,4,1,3,2,1,2,0.508023269112094
51,1,2,4,1,3,2,1,1,0.50557899530099
52,1,2,4,1,3,2,1,1,0.507105033856631
52,1,2,4,1,3,2,1,2,0.509305603171121
53,1,2,4,1,3,2,1,1,0.488132012940408
53,1,2,4,1,3,2,1,2,0.478834864649956
54,1,2,4,1,3,2,1,1,0.504182917746531
54,1,2,4,1,3,2,1,2,0.504592923616813
55,1,2,4,1,3,2,1,1,0.490657226129145
